
ID;Cliente;Pto;Eta;Nave;Contenedor;Status;Sello;Med;Carga;PESO TOTAL;Terminal;Fecha Liberaci�n;Hora Liberaci�n;Fecha programaci�n;Hora Programaci�n;FECHA ARRIBO EN CD;Hora;CD;FechaDesg. (WHATSAPP/ Otawero);HoraDesg;FechaDev;EIR;Agencia;CiaNaviera / LINEA;DepDev;DiasLibres;DEMURRAGE;Sobrestadia Regi�n (x ciclo 2 horas);Sobreestadia (x ciclo de 4 hora);Description;Almc;Dias extras de almacenaje;E.CHASIS;TipodeServicio;ServicioAdicional;OBS 1;OBS 2;SERVICIO DIRECTO;FECHA ACT;HORA ACT;;;;;NAVES CON CONSIDERACI�N;;;;;;;;;;;;;;
202;WALMART;TPS;17/08/2025;HMM BLESSING;FSCU 575690-0;FINALIZADO;CNE205852;40 HC;20385,5;23886;ZEAL;22-08-25;21:54;26/08/2025;14:30;26/08/2025;14:30;CD Quilicura;26/08/2025;17:30;27/08/2025;SI;STEPHENS;ONE LINE;SITRANS VAP;6;23/08/2025;;;WET WIPES;4;-26;0;INDIRECTO DEPOSITO;N/A;considerar 30 dias libres;;;;;;;;;;;;;;;;;;;;;;;
203;WALMART;TPS;17/08/2025;HMM BLESSING;IKSU 252010-1;FINALIZADO;CNE205932;40 HC;20385,5;23886;TPS;22-08-25;16:36;26/08/2025;22:30;26/08/2025;22:30;CD Quilicura;27/08/2025;1:00;27/08/2025;SI;STEPHENS;ONE LINE;SITRANS VAP;6;23/08/2025;;;WET WIPES;4;-26;0;INDIRECTO DEPOSITO;DEVOLUCI�N DIA SIGUIENTE ;considerar 30 dias libres;;;;;;;;;;;;;;;;;;;;;;;
204;WALMART;TPS;17/08/2025;HMM BLESSING;CXRU 114165-2;FINALIZADO;CN04123AU;40 HC;20385,5;23886;ZEAL;22-08-25;20:45;28/08/2025;7:00;28/08/2025;7:00;CD Quilicura;28/08/2025;10:00;28/08/2025;si;STEPHENS;ONE LINE;SITRANS VAP;6;23/08/2025;;;WET WIPES;6;-24;0;INDIRECTO DEPOSITO;N/A;considerar 30 dias libres;;;;;;;;;;;;;;;;;;;;;;;
205;WALMART;TPS;17/08/2025;HMM BLESSING;CXRU 125992-2;FINALIZADO;CN04121AU;40 HC;20385,5;23886;ZEAL;22-08-25;20:54;27/08/2025;22:30;27/08/2025;22:30;CD Quilicura;27/08/2025;23:59;28/08/2025;SI;STEPHENS;ONE LINE;SITRANS VAP;6;23/08/2025;;;WET WIPES;5;-25;0;INDIRECTO DEPOSITO;DEVOLUCI�N DIA SIGUIENTE ;considerar 30 dias libres;;;;;;;;;;;;;;;;;;;;;;;
206;WALMART;TPS;17/08/2025;HMM BLESSING;FSCU 581665-5;FINALIZADO;CNE205943;40 HC;7568,5;11069;ZEAL;22-08-25;21:27;26/08/2025;1:00;25/08/2025;20:00;CD El Pe��n;26/08/2025;4:00;03/09/2025;si;SERRANO;ONE LINE;SITRANS VAP;6;13/09/2025;;;GARMENTS;4;-6;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
207;WALMART;TPS;17/08/2025;HMM BLESSING;ONEU 601532-3;FINALIZADO;CNE132204;40 HC;12149,5;15650;ZEAL;22-08-25;21:30;26/08/2025;5:00;26/08/2025;5:00;CD El Pe��n;26/08/2025;8:00;27/08/2025;SI;SERRANO;ONE LINE;SITRANS Walmart;6;23/08/2025;;;GARMENTS;4;-6;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
208;WALMART;PCE;26/08/2025;SANTOS EXPRESS;CGMU 702728-5;FINALIZADO;;40 HR ;26610,5;30111;PCE;28-08-25;21:21;30/08/2025;7:00;30/08/2025;7:00;CD Quilicura;30/08/2025;10:00;30/08/2025;si;SERRANO;CMA-CGM;Tercop Walmart;6;01/09/2025;;;HS: 200410;2;-8;0;Reefer;02 dias de conexi�n - sobrepeso;;-21�;;;;;;;;;;;;;;;;;;;;;;
209;WALMART;STI;24/08/2025;COSCO AMERICA;GESU 663150-1;FINALIZADO;M3149941;40;25900;29400;STI;29-08-25;13:46;01/09/2025;5:00;01/09/2025;5:00;CD El Pe��n;01/09/2025;8:00;04/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
210;WALMART;STI;24/08/2025;COSCO AMERICA;TCLU 425218-5;FINALIZADO;M3149878;40;25900;29400;STI;30-08-25;9:16;01/09/2025;13:00;01/09/2025;13:00;CD El Pe��n;01/09/2025;15:00;02/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;2;-8;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
211;WALMART;STI;24/08/2025;COSCO AMERICA;TTNU 567802-5;FINALIZADO;M3149880;40;25521;29021;STI;29-08-25;9:20;01/09/2025;17:00;01/09/2025;17:00;CD El Pe��n;01/09/2025;20:00;04/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;Devolucion diferida + sobrepeso;;;;;;;;;;;;;;;;;;;;;;;;
212;WALMART;STI;24/08/2025;COSCO AMERICA;CGMU 574904-1;FINALIZADO;M2737525;40 HR ;4360;7860;STI;29-08-25;21:24;01/09/2025;7:00;01/09/2025;7:00;CD El Pe��n;01/09/2025;10:00;03/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;LADIES' WEAR;3;-7;0;Indirecto Deposito;N/A;;REEFER NO OPERATIVO;;;;;;;;;;;;;;;;;;;;;;
213;WALMART;STI;25/08/2025;CHASTINE MAERSK;MNBU 423192-7;FINALIZADO;CN3159071;40HN;8231,5;11732;STI;30-08-25;10:13;01/09/2025;15:00;01/09/2025;15:00;CD El Pe��n;01/09/2025;18:00;02/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;31/08/2025;;;TENDEDERO LARGE;2;-8;0;Indirecto Deposito;Devolucion diferida;;;;;;;;;;;;;;;;;;;;;;;;
214;WALMART;STI;25/08/2025;CHASTINE MAERSK;MNBU 424656-8;FINALIZADO;CN3159034;40HN;4088,5;7589;STI;29-08-25;8:54;01/09/2025;17:00;01/09/2025;17:00;CD El Pe��n;01/09/2025;20:00;03/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;21/09/2025;;;TENDEDERO LARGE;3;-7;0;Indirecto Deposito;Devolucion diferida;;;;;;;;;;;;;;;;;;;;;;;;
215;WALMART;STI;25/08/2025;CHASTINE MAERSK;MSKU 836579-9;FINALIZADO;CN0711787;40H;4363;7863;STI;29-08-25;8:34;01/09/2025;10:00;01/09/2025;10:00;CD Puerto Madero;01/09/2025;10:20;02/09/2025;si;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;TENDEDERO LARGE;3;-7;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
216;Walmart Regiones;STI;11/08/2025;Walmart Region;CGMU 561638-9;FINALIZADO;;40 HC;22492;25992;FASTER;29-08-25;10:45;02/09/2025;8:00;02/09/2025;3:40;CD Chillan;02/09/2025;9:50;02/09/2025;si;SERRANO;SERRANO;TERCOP  Walmart;6;"
01/10/2025";;;;4;-6;0;DIRECTO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
217;WALMART;PCE;26/08/2025;SANTOS EXPRESS;SZLU 962491-0;FINALIZADO;;40 HR ;26610,5;30111;PCE;29-08-25;13:24;02/09/2025;14:30;02/09/2025;16:25;CD Quilicura;02/09/2025;19:00;03/09/2025;SI;SERRANO;CMA-CGM;Tercop Walmart;6;01/10/2025;;;HS: 200410;4;-6;0;Reefer;SOBRE PESO -5 CONEXIONES;;-21�;;;;;;;;;;;;;;;;;;;;;;
218;WALMART;PCE;26/08/2025;SANTOS EXPRESS;HLBU 937192-2;FINALIZADO;;40 HR ;23980;27480;PCE;28-08-25;22:03;02/09/2025;22:30;02/09/2025;22:30;CD Quilicura;03/09/2025;0:56;04/09/2025;si;SERRANO;HAPAG;DYC VAP;6;11/09/2025;;;HS: 200410;5;-5;0;Reefer;DEVOLUCI�N DIFERIDA - 6 CONEXIONES + sobrepeso;;-21�;;;;;;;;;;;;;;;;;;;;;;
219;WALMART;PCE;26/08/2025;SANTOS EXPRESS;TCKU 714567-1;FINALIZADO;;40H;14599;18099;PCE;29-08-25;14:37;02/09/2025;7:00;02/09/2025;6:49;CD Campos de Chile;02/09/2025;8:30;02/09/2025;SI;SERRANO;CMA-CGM;TERCOP Walmart;6;01/10/2025;;;;4;-6;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
220;WALMART;PCE;26/08/2025;SANTOS EXPRESS;UAEU 125296-9;FINALIZADO;CS324948;40 HR ;9718,5;13219;PCE;30-08-25;9:50;02/09/2025;10:00;02/09/2025;9:05;CD Campos de Chile;02/09/2025;13:30;08/09/2025;SI;SERRANO;HAPAG;DYC SAI;6;11/09/2025;;;COOKIES;3;-7;0;Reefer;4 CONEXIONES;;;;;;;;;;;;;;;;;;;;;;;;
221;WALMART;PCE;26/08/2025;SANTOS EXPRESS;HLBU 981833-2;FINALIZADO;;40 HR ;24000;27500;SITRANS SAI;28-08-25;12:45;02/09/2025;10:00;02/09/2025;12:19;CD Quilicura;02/09/2025;13:29;03/09/2025;SI;STEPHENS;HAPAG;Contopsa SAI;6;11/09/2025;;;HASS AVOCADO;5;-5;0;Reefer;SOBRE PESO;RF Paso direto;;;;;;;;;;;;;;;;;;;;;;;
222;WALMART;STI;24/08/2025;COSCO AMERICA;CGMU 574961-1;FINALIZADO;M2737524;40HN;1680;5180;STI;29-08-25;21:27;02/09/2025;10:00;02/09/2025;9:05;CD Puerto Madero;02/09/2025;11:39;02/09/2025;SI;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;SHOES;4;-6;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
223;WALMART;STI;24/08/2025;COSCO AMERICA;TCNU 330741-8;FINALIZADO;R4490041;40H;3840;7340;STI;01-09-25;9:00;02/09/2025;15:00;02/09/2025;15:00;CD El Pe��n;02/09/2025;18:00;05/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;"
01/10/2025";;;SHOES;1;-9;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA;;;;;;;;;;;;;;;;;;;;;;;;
224;WALMART;STI;24/08/2025;COSCO AMERICA;CAIU 874669-9;FINALIZADO;R4495464;40H;23736;27236;STI;30-08-25;16:28;02/09/2025;9:00;02/09/2025;9:00;CD El Pe��n;02/09/2025;12:00;04/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
225;WALMART;STI;24/08/2025;COSCO AMERICA;CMAU 766668-9;FINALIZADO;M3222628;40H;24062;27562;STI;30-08-25;20:24;02/09/2025;0:00;02/09/2025;0:00;CD El Pe��n;02/09/2025;2:00;03/09/2025;SI;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;HABILITACI�N NOCTURNA - SOBRE PESO;;;;;;;;;;;;;;;;;;;;;;;;
226;WALMART;STI;24/08/2025;COSCO AMERICA;CMAU 890429-3;FINALIZADO;R4495414;40H;24787;28287;STI;30-08-25;20:20;02/09/2025;13:00;02/09/2025;13:00;CD El Pe��n;02/09/2025;15:00;08/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;SOBRE PESO;;;;;;;;;;;;;;;;;;;;;;;;
227;WALMART;STI;24/08/2025;COSCO AMERICA;SEGU 520639-6;FINALIZADO;M3221723;40H;23874;27374;STI;30-08-25;20:42;02/09/2025;7:00;02/09/2025;7:15;CD Puerto Madero;02/09/2025;10:00;03/09/2025;SI;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
228;WALMART;STI;24/08/2025;COSCO AMERICA;TCNU 547621-1;FINALIZADO;R4495356;40H;23874;27374;STI;30-08-25;16:34;02/09/2025;10:00;02/09/2025;9:00;CD Puerto Madero;02/09/2025;12:30;03/09/2025;SI;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
229;WALMART;PCE;01/09/2025;SALLY MAERSK;MNBU 439668-1;PROGRAMADO;ML-CN2553447;40HN;21120;24620;PCE;05-09-25;16:50;20/09/2025;16:00;;;CD Quilicura;;;;;STEPHENS;MAERSK;CONTOPSA SAI;6;07/09/2025;;;WET WIPES;15;-15;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
230;WALMART;STI;24/08/2025;COSCO AMERICA;UESU 852643-2;FINALIZADO;R4495354;40H;23525,5;27026;STI;30-08-25;20:44;02/09/2025;10:00;02/09/2025;10:00;CD El Pe��n;02/09/2025;12:00;08/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
231;WALMART;STI;24/08/2025;COSCO AMERICA;ECMU 496150-7;FINALIZADO;M3222675;40H;25713,5;29214;STI;30-08-25;16:30;02/09/2025;17:00;02/09/2025;17:00;CD El Pe��n;02/09/2025;20:00;08/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;CERAMIC DINNERWARE;3;-7;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA - SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
232;WALMART;STI;24/08/2025;COSCO AMERICA;CMAU 673456-2;FINALIZADO;M2740356;40H;3924;7424;STI;01-09-25;16:00;02/09/2025;5:00;02/09/2025;5:00;CD El Pe��n;02/09/2025;9:00;04/09/2025;SI;STEPHENS;CMA-CGM;Tercop Walmart;6;01/10/2025;;;BOYS' WEAR;1;-9;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
233;WALMART;STI;25/08/2025;CHASTINE MAERSK;TCLU 924846-5;FINALIZADO;ML-TH0736266;40H;17004,5;20505;STI;29-08-25;9:08;02/09/2025;7:00;02/09/2025;6:00;CD Puerto Madero;02/09/2025;9:50;02/09/2025;SI;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;RUBBERWOOD INDOOR FURNIT;4;-6;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
234;WALMART;STI;25/08/2025;CHASTINE MAERSK;HASU 428996-3;FINALIZADO;CN3779366;40H;2028;5528;STI;30-08-25;20:25;02/09/2025;9:00;02/09/2025;9:00;CD El Pe��n;02/09/2025;15:27;04/09/2025;SI;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;CUSHION;3;-7;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
235;WALMART;STI;25/08/2025;CHASTINE MAERSK;MRKU 531276-7;FINALIZADO;CN3779134;40H;2028;5528;STI;30-08-25;20:10;02/09/2025;17:00;02/09/2025;17:00;CD El Pe��n;02/09/2025;18:00;03/09/2025;SI;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;CUSHION;3;-7;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA;;;;;;;;;;;;;;;;;;;;;;;;
236;WALMART;STI;25/08/2025;CHASTINE MAERSK;MRSU 599280-0;DESCARGADO;CN1585677;40H;2028;5528;STI;30-08-25;20:13;02/09/2025;17:00;02/09/2025;17:00;CD El Pe��n;02/09/2025;18:00;;;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;CUSHION;3;-7;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA;;;;;;;;;;;;;;;;;;;;;;;;
237;WALMART;STI;25/08/2025;CHASTINE MAERSK;TCKU 643113-5;FINALIZADO;CN3779419;40H;2028;5528;STI;30-08-25;20:16;02/09/2025;9:00;02/09/2025;9:00;CD El Pe��n;02/09/2025;11:00;08/09/2025;si;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;CUSHION;3;-7;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
238;WALMART;STI;25/08/2025;CHASTINE MAERSK;MNBU 321816-0;DESCARGADO;CN2372365;40HN;13951;17451;STI;30-08-25;18:28;02/09/2025;13:00;02/09/2025;13:00;CD El Pe��n;02/09/2025;16:00;;;STEPHENS;MAERSK;Contopsa SAI;6;21/09/2025;;;HAND TOOLS;3;-7;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
239;WALMART;STI;25/08/2025;CHASTINE MAERSK;FFAU 721350-4;FINALIZADO;CN9859520;40H;8822,5;12323;STI;01-09-25;20:54;02/09/2025;18:00;02/09/2025;18:00;CD El Pe��n;02/09/2025;21:00;04/09/2025;SI;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;STORAGE AND TOOLS;1;-9;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA;;;;;;;;;;;;;;;;;;;;;;;;
240;WALMART;STI;25/08/2025;CHASTINE MAERSK;CAAU 527570-9;FINALIZADO;CN0633657;40H;8730;12230;STI;01-09-25;13:16;02/09/2025;0:00;02/09/2025;0:00;CD El Pe��n;02/09/2025;3:00;04/09/2025;si;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;TENSION POLE CADDY &;1;-9;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
241;WALMART;STI;25/08/2025;CHASTINE MAERSK;MNBU 029260-5;FINALIZADO;ML-CN1916838;40HN;10400;13900;STI;01-09-25;18:55;02/09/2025;15:00;02/09/2025;15:00;CD El Pe��n;02/09/2025;17:00;06/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;21/09/2025;;;GLASSWARE;1;-9;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA;;;;;;;;;;;;;;;;;;;;;;;;
242;WALMART;STI;25/08/2025;CHASTINE MAERSK;MNBU 035026-0;DESCARGADO;ML-CN4378221;40H;10400;13900;STI;01-09-25;18:31;02/09/2025;7:00;02/09/2025;7:00;CD El Pe��n;02/09/2025;10:00;;;STEPHENS;MAERSK;Contopsa SAI;6;21/09/2025;;;GLASSWARE;1;-9;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
243;WALMART;STI;25/08/2025;CHASTINE MAERSK;MNBU 917040-2;FINALIZADO;ML-CN1916834;40H;10400;13900;STI;01-09-25;18:45;02/09/2025;1:00;02/09/2025;1:00;CD El Pe��n;02/09/2025;15:00;02/09/2025;SI;STEPHENS;MAERSK;Contopsa SAI;6;21/09/2025;;;GLASSWARE;1;-9;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
244;WALMART;STI;25/08/2025;CHASTINE MAERSK;MRKU 029279-7;FINALIZADO;ML-CN1917009;40;3868;7368;STI;30-08-25;18:46;02/09/2025;13:00;02/09/2025;13:00;CD El Pe��n;02/09/2025;15:00;04/09/2025;si;STEPHENS;MAERSK;Contopsa Walmart;6;"
21/09/2025";;;COMFORTER;3;-7;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
245;WALMART;STI;25/08/2025;CHASTINE MAERSK;MRKU 082939-8;FINALIZADO;ML-CN3447983;40;4042;7542;STI;30-08-25;18:48;02/09/2025;7:00;02/09/2025;7:00;CD El Pe��n;02/09/2025;10:00;04/09/2025;si;STEPHENS;MAERSK;Contopsa Walmart;6;21/09/2025;;;COMFORTER;3;-7;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
246;WALMART;STI;25/08/2025;CHASTINE MAERSK;MNBU 373779-9;FINALIZADO;ML-CN1917058;40H;9813,5;13314;STI;01-09-25;18:57;02/09/2025;5:00;02/09/2025;5:00;CD El Pe��n;02/09/2025;8:00;04/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;21/09/2025;;;;1;-9;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
247;WALMART;STI;25/08/2025;CHASTINE MAERSK;MRFU 000399-9;FINALIZADO;PE0059529;40 HR ;22900;26400;SITRANS SAI;01-09-25;12:50;02/09/2025;10:00;02/09/2025;12:18;CD Quilicura;02/09/2025;13:26;02/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;11/09/2025;;;;1;-9;0;Reefer;SOBREPESO;RF Paso direto;;;;;;;;;;;;;;;;;;;;;;;
248;Walmart Regiones;STI;11/08/2025;Walmart Region;CGMU 933421-2;FINALIZADO;;40HN;22478;25978;FASTER;01-09-25;11:30;03/09/2025;8:00;03/09/2025;5:45;CD Chillan;03/09/2025;9:50;04/09/2025;si;SERRANO;;Tercop Walmart;;01/10/2025;;;;2;-8;0;Directo;ESTADIA CCTI;;;;;;;;;;;;;;;;;;;;;;;;
249;Walmart Regiones;STI;11/08/2025;Walmart Region;TTNU 877917-4;FINALIZADO;;40HN;22492;25992;FASTER;01-09-25;11:30;03/09/2025;8:00;03/09/2025;5:45;CD Chillan;03/09/2025;11:00;04/09/2025;si;SERRANO;;Tercop Walmart;;01/10/2025;;;;2;-8;0;Directo;ESTADIA CCTI;;;;;;;;;;;;;;;;;;;;;;;;
250;WALMART;PCE;26/08/2025;SANTOS EXPRESS;BMOU 962064-2;FINALIZADO;;40 HR ;26610,5;30111;PCE;29-08-25;12:50;03/09/2025;7:00;03/09/2025;10:04;CD Quilicura;03/09/2025;13:07;04/09/2025;SI;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;HS: 200410;5;-5;0;Reefer;SOBREPESO + 6 conexion;;-21�;;;;;;;;;;;;;;;;;;;;;;
251;WALMART;PCE;26/08/2025;SANTOS EXPRESS;BMOU 964183-5;FINALIZADO;;40 HR ;26610,5;30111;PCE;29-08-25;18:00;03/09/2025;22:00;03/09/2025;21:58;CD Quilicura;04/09/2025;1:20;04/09/2025;si;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;HS: 200410;5;-5;0;Reefer;SOBREPESO + 6 conexion + DEVOLUCION DIFERIDA;;-21�;;;;;;;;;;;;;;;;;;;;;;
252;WALMART;PCE;23/08/2025;MSC VICTORIA;ONEU 581377-7;FINALIZADO;CNCV67869;40H;3629;7129;PCE;02-09-25;13:10;03/09/2025;13:00;03/09/2025;13:00;CD El Pe��n;03/09/2025;16:00;09/09/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;23/09/2025;;;PEDAL BIN;1;-9;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
253;WALMART;PCE;23/08/2025;MSC VICTORIA;TTNU 823235-6;FINALIZADO;CNDK63044;40HN;2932,5;6433;PCE;02-09-25;10:56;03/09/2025;0:00;03/09/2025;0:00;CD El Pe��n;03/09/2025;4:33;06/09/2025;NO;SERRANO;ONE LINE;SITRANS SAI;6;23/09/2025;;;PEDAL BIN;1;-9;0;Indirecto Deposito;1 HABILITACION;;REEFER NO OPERATIVO;;;;;;;;;;;;;;;;;;;;;;
254;WALMART;PCE;23/08/2025;MSC VICTORIA;TLLU 562401-1;FINALIZADO;CNDK49134;40H;3356;6856;PCE;03-09-25;13:19;03/09/2025;17:00;03/09/2025;19:00;CD El Pe��n;03/09/2025;20:00;05/09/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;23/09/2025;;;PEDAL BIN;0;-10;0;DIRECTO;DEVOLUCION DIFERIDA;;REEFER NO OPERATIVO;s�;;;;;;;;;;;;;;;;;;;;;
255;WALMART;STI;23/08/2025;MSC VICTORIA;ONEU 905608-0;DESCARGADO;CN06183AW;40 HR ;4820;8320;STI;03-09-25;11:08;03/09/2025;15:00;03/09/2025;17:00;CD El Pe��n;03/09/2025;20:49;;;SERRANO;ONE LINE;SITRANS SAI;6;29/08/2025;;;"LADIES' WEAR;MEN'S WEAR";0;-10;0;DIRECTO;DEVOLUCION DIFERIDA;;REEFER NO OPERATIVO;s�;;;;;;;;;;;;;;;;;;;;;
256;WALMART;STI;23/08/2025;MSC VICTORIA;ONEU 913648-4;FINALIZADO;CN29924AW;40 HR ;5520;9020;STI;03-09-25;13:14;03/09/2025;17:00;03/08/2025;17:38;CD El Pe��n;03/09/2025;20:49;06/09/2025;no;SERRANO;ONE LINE;SITRANS SAI;6;29/08/2025;;;"LADIES' WEAR;MEN'S WEAR";0;-10;0;DIRECTO;DEVOLUCION DIFERIDA;;REEFER NO OPERATIVO;s�;;;;;;;;;;;;;;;;;;;;;
257;WALMART;STI;23/08/2025;MSC VICTORIA;TTNU 833495-4;FINALIZADO;CN29842AW;40 HR ;3600;7100;STI;03-09-25;9:42;03/09/2025;13:00;03/09/2025;13:00;CD El Pe��n;03/09/2025;20:49;06/09/2025;no;SERRANO;ONE LINE;SITRANS SAI;6;29/08/2025;;;LADIES' /MEN'S/BABIES' W;0;-10;0;DIRECTO;N/A;;REEFER NO OPERATIVO;s�;;;;;;;;;;;;;;;;;;;;;
258;WALMART;PCE;23/08/2025;MSC VICTORIA;TRHU 186799-4;DESCARGADO;CN30131AW;20 ST;2800;6300;PCE;02-09-25;17:35;03/09/2025;10:00;03/09/2025;10:00;CD El Pe��n;03/09/2025;20:49;;;SERRANO;ONE LINE;Sitrans Walmart;6;29/08/2025;;;BABIES' WEAR;1;-9;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
259;WALMART;STI;23/08/2025;MSC VICTORIA;ONEU 019497-8;FINALIZADO;CNDL09368;40H;11339,5;14840;STI;03-09-25;13:40;03/09/2025;18:00;03/09/2025;19:51;CD El Pe��n;03/09/2025;23:00;08/09/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;29/08/2025;;;NEW TYRES;0;-10;0;DIRECTO;DEVOLUCION DIFERIDA;;;s�;;;;;;;;;;;;;;;;;;;;;
260;WALMART;STI;24/08/2025;COSCO AMERICA;TIIU 256722-0;FINALIZADO;R4490084;20 ST;6422,5;9923;STI;01-09-25;11:46;03/09/2025;9:00;03/09/2025;9:00;CD Puerto Madero;03/09/2025;10:20;03/09/2025;si;STEPHENS;CMA-CGM;Tercop Walmart;6;30/08/2025;;;CANDLES;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
261;WALMART;STI;25/08/2025;CHASTINE MAERSK;MRKU 496584-9;FINALIZADO;CN3779464;40H;2028;5528;STI;01-09-25;20:24;03/09/2025;17:00;02/09/2025;0:37;CD El Pe��n;03/09/2025;20:40;08/09/2025;si;STEPHENS;MAERSK;Contopsa Walmart;6;31/08/2025;;;CUSHION;2;-8;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA;;;;;;;;;;;;;;;;;;;;;;;;
262;WALMART;STI;25/08/2025;CHASTINE MAERSK;MNBU 439670-0;FINALIZADO;ML-CN1916833;40HN;10400;13900;STI;01-09-25;16:28;03/09/2025;10:00;03/09/2025;10:00;CD El Pe��n;03/08/2025;16:00;04/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;31/08/2025;;;GLASSWARE;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
