
ID;Cliente;Pto;Eta;Nave;Contenedor;Status;Sello;Med;Carga;PESO TOTAL;Terminal;Fecha Liberaci�n;Hora Liberaci�n;Fecha programaci�n;Hora Programaci�n;FECHA ARRIBO EN CD;Hora;CD;FechaDesg. (WHATSAPP/ Otawero);HoraDesg;FechaDev;EIR;Agencia;CiaNaviera / LINEA;DepDev;DiasLibres;DEMURRAGE;Sobrestadia Regi�n (x ciclo 2 horas);Sobreestadia (x ciclo de 4 hora);Description;Almc;Dias extras de almacenaje;E.CHASIS;TipodeServicio;ServicioAdicional;OBS 1;OBS 2;SERVICIO DIRECTO;FECHA ACT;HORA ACT;;;;;NAVES CON CONSIDERACI�N;;;;;;;;;;;;;;
296;WALMART;STI;23/08/2025;MSC VICTORIA;ONEU 566534-5;FINALIZADO;CNBR31131;40H;11316,5;14817;STI;04-09-25;13:52;05/09/2025;7:00;05/09/2025;6:00;CD Puerto Madero;05/09/2025;9:00;05/09/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;29/08/2025;;;NEW TYRES;1;-9;0;Indirecto Deposito;HABILITACION NOCTURNA;;;;;;;;;;;;;;;;;;;;;;;;
297;WALMART;STI;29/08/2025;MAERSK EVERGLADES;HLBU 978805-3;DESCARGADO;;40HR;17000;20500;SITRANS SAI;04-09-25;12:30;05/09/2025;14:30;05/09/2025;13:35;CD Quilicura;04/09/2025;18:13;;;STEPHENS;MAERSK;CIS SAI;6;09/09/2025;;;;1;-9;0;Reefer;N/A;PASA DIRECTO;;;;;;;;;;;;;;;;;;;;;;;
298;WALMART;STI;02/09/2025;POLAR COLOMBIA;MNBU 375657-2;FINALIZADO;17273331;40 HR ;8230;11730;CLEP SAI;04-09-25;16:10;05/09/2025;7:00;05/09/2025;6:48;CD Campos de Chile;05/09/2025;10:09;05/09/2025;si;STEPHENS;MAERSK;CONTOPSA SAI;6;08/09/2025;;;;1;-9;0;Reefer;2 CONEXIONES ( 1 CLEP + 1 CCTI);18 TEMPERATURA;;;;;;;;;;;;;;;;;;;;;;;
299;WALMART;STI;02/09/2025;POLAR COLOMBIA;MNBU 353960-1;FINALIZADO;17273314;40 HR ;8230;11730;CLEP SAI;04-09-25;16:05;05/09/2025;10:00;05/09/2025;9:37;CD Campos de Chile;05/09/2025;13:45;05/09/2025;si;STEPHENS;MAERSK;CONTOPSA SAI;6;08/09/2025;;;;1;-9;0;Reefer;2 CONEXIONES ( 1 CLEP + 1 CCTI);18 TEMPERATURA;;;;;;;;;;;;;;;;;;;;;;;
300;WALMART;STI;02/09/2025;POLAR COLOMBIA;MNBU 378762-9;FINALIZADO;17273308;40 HR ;8230;11730;CLEP SAI;04-09-25;16:20;05/09/2025;7:00;05/09/2025;6:50;CD Campos de Chile;05/09/2025;10:08;05/09/2025;si;STEPHENS;MAERSK;CONTOPSA SAI;6;08/09/2025;;;;1;-9;0;Reefer;2 CONEXIONES ( 1 CLEP + 1 CCTI);18 TEMPERATURA;;;;;;;;;;;;;;;;;;;;;;;
301;WALMART;PCE;26/08/2025;SANTOS EXPRESS;HLBU 909351-8;FINALIZADO;;40 HR ;24184,5;27685;PCE;29-08-25;12:51;06/09/2025;7:00;06/09/2025;7:07;CD Quilicura;06/09/2025;10:57;08/09/2025;si;SERRANO;HAPAG;Contopsa SAI;6;01/09/2025;;;HS: 200410;8;-2;0;Reefer;SOBREPESO + 9 CONEXIONES;;;;;;;;;;;;;;;;;;;;;;;;
302;WALMART;PCE;01/09/2025;SALLY MAERSK;MNBU 013581-7;FINALIZADO;ML-CN2557479;40 HR ;21120;24620;PCE;04-09-25;17:28;06/09/2025;7:00;06/09/2025;5:45;CD Quilicura;06/09/2025;10:00;10/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;07/09/2025;;;WET WIPES;2;-28;0;Indirecto Deposito;1 HABILITACION;CONSIDERAR 30 D�AS LIBRES COMERCIAL;NO OPERATIVO;;;;;;;;;;;;;;;;;;;;;;
303;WALMART;PCE;01/09/2025;SALLY MAERSK;MNBU 444130-6;FINALIZADO;ML-CN2370777;40HN;21120;24620;PCE;04-09-25;17:10;06/09/2025;14:30;06/09/2025;13:46;CD Quilicura;06/09/2025;17:31;10/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;07/09/2025;;;WET WIPES;2;-28;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
304;WALMART;STI;01/09/2025;CAPE HELLAS;TCLU 136007-8;DESCARGADO;;40HR;17405;20905;Contopsa SAI;05-09-25;13:00;06/09/2025;7:00;06/09/2025;7:02;CD Quilicura;06/09/2025;10:11;;;STEPHENS;MAERSK;DYC VAP;6;13/09/2025;;;;1;-9;0;Reefer;2 CONEXIONES;;;;;;;;;;;;;;;;;;;;;;;;
305;WALMART;STI;01/09/2025;CAPE HELLAS;CXRU 115388-5;DESCARGADO;;40HR;16870;20370;Contopsa SAI;05-09-25;13:00;06/09/2025;14:30;06/09/2025;12:10;CD Quilicura;06/09/2025;17:11;;;STEPHENS;MAERSK;DYC VAP;6;13/09/2025;;;;1;-9;0;Reefer;DEVOLUCI�N DIFERIDA PUERTO;;;;;;;;;;;;;;;;;;;;;;;;
306;WALMART;PCE;01/09/2025;SALLY MAERSK;MNBU 400062-0;FINALIZADO;ML-CN2557497;40HN;21120;24620;PCE;04-09-25;11:12;08/09/2025;7:00;08/09/2025;4:55;CD Quilicura;08/09/2025;7:45;09/09/2025;si;STEPHENS;MAERSK;Contopsa SAI;6;07/09/2025;;;WET WIPES;4;-26;0;Indirecto Deposito;1 HABILITACION;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
307;WALMART;PCE;23/08/2025;MSC VICTORIA;BMOU 980314-0;DESCARGADO;;40 HR ;21762;25262;PCE;01-09-25;9:45;08/09/2025;7:00;08/09/2025;5:55;CD Quilicura;08/09/2025;8:37;;;STEPHENS;ONE LINE;Sitrans SAI;6;29/08/2025;;;FROZEN TILAPIA FILLETS;7;-3;0;Reefer;8 CONEXIONES;;;;;;;;;;;;;;;;;;;;;;;;
308;WALMART;PCE;23/08/2025;MSC VICTORIA;TLLU 702784-3;DESCARGADO;;40 HR ;21762;25262;PCE;01-09-25;10:30;08/09/2025;14:30;08/09/2025;12:48;CD Quilicura;08/09/2025;13:55;;;STEPHENS;ONE LINE;Sitrans SAI;6;29/08/2025;;;FROZEN TILAPIA FILLETS;7;-3;0;Reefer;8 CONEXIONES;;;;;;;;;;;;;;;;;;;;;;;;
309;WALMART;PCE;28/08/2025;MSC NOA ARIELA;TCLU 579759-6;FINALIZADO;CNDM23778;40H;11081;14581;PCE;06-09-25;11:16;08/09/2025;7:00;08/09/2025;6:05;CD Puerto Madero;08/09/2025;11:09;08/098/2025;si;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;1;PO NUMBER:210546;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
310;WALMART;PCE;26/08/2025;SANTOS EXPRESS;CGMU 701023-5;FINALIZADO;;40 HR ;26610,5;30111;PCE;29-08-25;10:54;09/09/2025;14:30;09/09/2025;13:30;CD Quilicura;09/09/2025;14:50;09/09/2025;si;SERRANO;CMA-CGM;Tercop Walmart;6;01/09/2025;;;HS: 200410;11;1;0;Reefer;SOBREPESO - 12 CONEXIONES;;-21�;;;;;;;;;;;;;;;;;;;;;;
311;WALMART;PCE;26/08/2025;SANTOS EXPRESS;HLBU 925164-0;FINALIZADO;;40 HR ;26610,5;30111;PCE;29-08-25;10:57;09/09/2025;22:30;09/09/2025;20:40;CD Quilicura;10/09/2025;1:10;10/09/2025;si;SERRANO;HAPAG;Sitrans VAP;6;01/09/2025;;;HS: 200410;11;1;0;Reefer;SOBREPESO -DEVOLUCI�N DIFERIDA - HABILITACI�N NOCTURNA - 12 CONEXIONES - 1 D�A ALMACENAMIENTO ADICIAONAL;;-21�;;;;;;;;;;;;;;;;;;;;;;
312;WALMART;PCE;01/09/2025;SALLY MAERSK;MNBU 037014-3;FINALIZADO;ML-CN2557495;40HN;21120;24620;PCE;05-09-25;16:08;09/09/2025;14:30;09/09/2025;14:30;CD Quilicura;09/09/2025;16:05;10/09/2025;si;STEPHENS;MAERSK;CONTOPSA SAI;6;07/09/2025;;;WET WIPES;4;-26;0;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
313;WALMART;PCE;01/09/2025;SALLY MAERSK;MNBU 459256-0;FINALIZADO;ML-CN2370779;40HN;21120;24620;PCE;05-09-25;13:42;09/09/2025;7:00;09/09/2025;5:50;CD Quilicura;09/09/2025;9:00;10/09/2025;SI;STEPHENS;MAERSK;Contopsa SAI;6;07/09/2025;;;WET WIPES;4;-26;0;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
314;WALMART;PCE;01/09/2025;SALLY MAERSK;MSWU 008238-7;DESCARGADO;ML-CN2557483;40HN;21120;24620;PCE;05-09-25;9:48;09/09/2025;22:30;09/09/2025;20:40;CD Quilicura;10/09/2025;1:10;;;STEPHENS;MAERSK;Contopsa SAI;6;07/09/2025;;;WET WIPES;4;-26;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA - HABILITACI�N NOCTURNA;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
315;WALMART;PCE;28/08/2025;MSC NOA ARIELA;NYKU 436698-0;DESCARGADO;CNDL15790;40H;10630,5;14131;PCE;08-09-25;10:08;09/09/2025;16:00;09/09/2025;16:00;CD El Pe��n;09/09/2025;19:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;NEW TYRES;1;-9;0;Indirecto Deposito;DEVOLUCI�N DIFERIDA;;;;;;;;;;;;;;;;;;;;;;;;
316;WALMART;PCE;28/08/2025;MSC NOA ARIELA;DRYU 967196-0;DESCARGADO;CNDM25736;40H;11081;14581;PCE;08-09-25;18:18;09/09/2025;10:00;09/09/2025;8:40;CD Puerto Madero;09/09/2025;13:30;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;PO NUMBER:210546;1;-9;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
317;WALMART;PCE;28/08/2025;MSC NOA ARIELA;FCIU 537542-1;DESCARGADO;CNDA63500;20 ST;3050;6550;PCE;06-09-25;20:14;09/09/2025;1:00;09/09/2025;1:00;CD El Pe��n;09/09/2025;4:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;JEANS PANTS;3;-7;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
318;WALMART;PCE;26/08/2025;SANTOS EXPRESS;HLBU 960139-4;FINALIZADO;;40 HR ;23619;27119;PCE;29-08-25;13:18;10/09/2025;14:30;10/09/2025;13:28;CD Quilicura;10/09/2025;16:10;11/09/2025;si;SERRANO;HAPAG;DYC VAP;6;11/09/2025;;;HS: 200410;12;2;0;Reefer;devoluci�n diferida puerto - sobrepeso - 13 d�as conexi�n;;-21�;;;;;;;;;;;;;;;;;;;;;;
319;WALMART;PCE;28/08/2025;MSC NOA ARIELA;NYKU 499391-2;DESCARGADO;CNCV76190;40H;8596;12096;PCE;08-09-25;16:02;10/09/2025;15:00;10/09/2025;15:00;CD El Pe��n;10/09/2025;18:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;HANGER AND BASKET;2;-8;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
320;WALMART;PCE;28/08/2025;MSC NOA ARIELA;ONEU 235575-2;DESCARGADO;CNDK68895;20 ST;2837,5;6338;PCE;08-09-25;9:00;10/09/2025;14:00;10/09/2025;14:00;CD El Pe��n;10/09/2025;17:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;HANGER AND BASKET;2;-8;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
321;WALMART;PCE;28/08/2025;MSC NOA ARIELA;GCXU 519445-2;DESCARGADO;CNDM21117;40H;11081;14581;PCE;08-09-25;11:28;10/09/2025;7:00;10/09/2025;5:56;CD Puerto Madero;10/09/2025;10:26;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;PO NUMBER:210546;2;-8;0;Indirecto Deposito;habilitaci�n nocturna;;;;;;;;;;;;;;;;;;;;;;;;
322;WALMART;STI;01/09/2025;LAKONIA;SEGU 973488-0;DESCARGADO;;40HR;24930;28430;Contopsa SAI;04-09-25;12:40;10/09/2025;7:00;10/09/2025;4:56;CD Quilicura;10/09/2025;10:55;;;STEPHENS;MAERSK;CIS SAI;6;10/09/2025;;;;6;-4;0;Reefer;sobre peso;;;;;;;;;;;;;;;;;;;;;;;;
323;WALMART;PCE;26/08/2025;SANTOS EXPRESS;HLBU 972321-6;FINALIZADO;;40 HR ;26589,5;30090;PCE;29-08-25;14:18;11/09/2025;7:00;11/09/2025;5:09;CD Quilicura;11/09/2025;8:10;11/09/2025;no;SERRANO;HAPAG;DYC SAI;6;01/09/2025;;;HS: 200410;13;3;0;Reefer;habilitaci�n nocturna / SOBREPESO / 14 conexiones;;-21�;;;;;;;;;;;;;;;;;;;;;;
324;WALMART;PCE;23/08/2025;MSC VICTORIA;FSCU 595450-4;DESCARGADO;;40 HR ;21430;24930;PCE;01-09-25;11:30;11/09/2025;13:00;11/09/2025;13:41;CD Quilicura;12/09/2025;0:23;;;STEPHENS;ONE LINE;Sitrans SAI;6;29/08/2025;;2;FROZEN VANNMEI SHRIMP;10;0;0;Reefer;dos ciclos / 11 conexiones;Programado inicialmente a las 22:30;-18�;;;;;;;;;;;;;;;;;;;;;;
325;WALMART;PCE;19/08/2025;ISTANBUL EXPRESS;HLBU 978351-3;FINALIZADO;;40 HR ;21500;25000;SITRANS SAI;26-08-25;12:40;27/08/2025;22:30;27/08/2025;22:30;CD Quilicura;28/08/2025;1:00;28/08/2025;SI;STEPHENS;MAERSK;Sitrans VAP;6;25/08/2025;;;;1;-9;0;Reefer;DEVOLUCI�N DIA SIGUIENTE ;;;;;;;;;;;;;;;;;;;;;;;;
326;WALMART;PCE;28/08/2025;MSC NOA ARIELA;TCLU 932684-5;DESCARGADO;CNDL15787;40H;11166,5;14667;PCE;08-09-25;10:06;11/09/2025;13:00;11/09/2025;13:00;CD El Pe��n;11/09/2025;16:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;NEW TYRES;3;-7;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
327;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 723148-9;DESCARGADO;CN3671293;40H;1113,5;4614;STI;10-09-25;8:36;11/09/2025;9:00;11/09/2025;7:43;CD Puerto Madero;11/09/2025;9:35;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;1;-9;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
328;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MNBU 336292-2;PROGRAMADO;ML-CN2577118;40 HC;21120;24620;CLEP SAI;11-09-25;12:31;16/09/2025;14:30;;;CD Quilicura;;;;;STEPHENS;MAERSK;Tercop Walmart;6;14/09/2025;;;;5;-25;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
329;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;SUDU 623045-8;LIBERADO;ML-CN2477468;40 HC;21120;24620;CLEP SAI;11-09-25;12:19;;;;;CD El Pe��n;;;;;STEPHENS;MAERSK;CONTOPSA SAI;6;14/09/2025;;;;-45911;-45941;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
330;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;SUDU 816466-9;LIBERADO;ML-CN2471495;40 HC;21120;24620;CLEP SAI;11-09-25;12:08;;;;;CD El Pe��n;;;;;STEPHENS;MAERSK;Tercop Walmart;6;14/09/2025;;;;-45911;-45941;;Indirecto Deposito;;CONSIDERAR 30 D�AS LIBRES COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
331;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 723318-3;DESCARGADO;CN3671282;40H;1113,5;4614;STI;10-09-25;8:40;11/09/2025;9:00;11/09/2025;8:18;CD Puerto Madero;11/09/2025;11:59;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;1;-9;0;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
332;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 690811-1;DESCARGADO;M1692653;40HN;24580;28080;STI;09-09-25;18:00;11/09/2025;7:00;11/09/2025;6:00;CD Campos de Chile;11/09/2025;10:30;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;POLYTHENE GARBAGE BAG;2;-8;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
333;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 547141-2;DESCARGADO;M1692701;40HN;23318;26818;STI;09-09-25;17:56;11/09/2025;7:00;11/09/2025;6:00;CD Campos de Chile;11/09/2025;12:00;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;1;POLYTHENE GARBAGE BAG;2;-8;0;Indirecto Deposito;SOBREPESO - 1 ciclo;;;;;;;;;;;;;;;;;;;;;;;;
334;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;TTNU 806117-1;DESCARGADO;M3716038;40HN;23318;26818;STI;09-09-25;21:14;11/09/2025;10:00;11/09/2025;8:31;CD Campos de Chile;11/09/2025;15:30;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;1;POLYTHENE GARBAGE BAG;2;-8;0;Indirecto Deposito;SOBREPESO - 1 ciclo;;;;;;;;;;;;;;;;;;;;;;;;
335;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;TTNU 819284-4;DESCARGADO;M3716034;40HN;23318;26818;STI;09-09-25;20:34;11/09/2025;7:00;11/09/2025;5:56;CD Campos de Chile;11/09/2025;11:17;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;1;POLYTHENE GARBAGE BAG;2;-8;0;Indirecto Deposito;SOBREPESO - 1 ciclo;;;;;;;;;;;;;;;;;;;;;;;;
336;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;TTNU 409877-9;DESCARGADO;R4497910;40;25760;29260;STI;09-09-25;16:10;11/09/2025;10:00;11/09/2025;8:20;CD Campos de Chile;11/09/2025;13:51;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;PLASTIC BAGS;2;-8;0;Indirecto Deposito;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
337;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;APZU 451366-0;DESCARGADO;R4502396;40;25980;29480;STI;09-09-25;16:12;11/09/2025;10:00;11/09/2025;8:29;CD Campos de Chile;11/09/2025;15:30;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;1;PLASTIC BAGS;2;-8;0;Indirecto Deposito;SOBREPESO - 1 ciclo;;;;;;;;;;;;;;;;;;;;;;;;
338;WALMART;PCE;23/08/2025;MSC VICTORIA;SEGU 984852-1;DESCARGADO;;40 HR ;21420;24920;PCE;01-09-25;10:45;12/09/2025;7:00;12/09/2025;5:00;CD Quilicura;12/09/2025;9:15;;;STEPHENS;ONE LINE;Sitrans SAI;6;29/08/2025;;;FROZEN VANNMEI SHRIMP;11;1;0;Reefer;12 d�as de conexi�n;;-18�;;;;;;;;;;;;;;;;;;;;;;
339;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 747750-7;PROGRAMADO;CN3791285;40H;11435,5;14936;STI;11-09-25;11:46;16/09/2025;7:00;;;CD Puerto Madero;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
340;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRKU 009186-9;PROGRAMADO;CN3789620;40;9015,5;12516;STI;10-09-25;18:54;16/09/2025;11:00;;;CD Puerto Madero;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;6;-4;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
341;WALMART;PCE;28/08/2025;MSC NOA ARIELA;NYKU 080603-7;DESCARGADO;CNDL10307;40H;10900;14400;PCE;09-09-25;10:14;12/09/2025;7:00;12/09/2025;5:48;CD Puerto Madero;12/09/2025;10:45;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;NEW TYRES;3;-7;0;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
342;WALMART;PCE;28/08/2025;MSC NOA ARIELA;FDCU 058200-4;DESCARGADO;CNCV70646;40H;7828,5;11329;PCE;09-09-25;17:11;12/09/2025;16:00;12/09/2025;16:00;CD El Pe��n;12/09/2025;19:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;HANGER AND BASKET;3;-7;0;Indirecto Deposito;devoluci�n diferida;;;;;;;;;;;;;;;;;;;;;;;;
343;WALMART;PCE;28/08/2025;MSC NOA ARIELA;FFAU 737801-6;DESCARGADO;CNCV76009;40H;8289;11789;PCE;09-09-25;17:09;12/09/2025;10:00;11/09/2025;10:00;CD El Pe��n;12/09/2025;13:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;HANGER AND BASKET;3;-7;0;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
344;WALMART;PCE;28/08/2025;MSC NOA ARIELA;ONEU 522300-3;DESCARGADO;CNCV72059;40H;8596;12096;PCE;09-09-25;11:04;12/09/2025;1:00;11/09/2025;10:00;CD El Pe��n;12/09/2025;4:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;HANGER AND BASKET;3;-7;0;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
345;WALMART;PCE;28/08/2025;MSC NOA ARIELA;TRHU 620751-9;DESCARGADO;CNCV76131;40H;8596;12096;PCE;09-09-25;11:01;12/09/2025;5:00;11/09/2025;10:00;CD El Pe��n;12/09/2025;8:00;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;HANGER AND BASKET;3;-7;0;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
346;WALMART;PCE;28/08/2025;MSC NOA ARIELA;TCLU 786244-8;DESCARGADO;CNDM25755;40H;11081;14581;PCE;09-09-25;13:18;12/09/2025;7:00;12/09/2025;5:40;CD Puerto Madero;12/09/2025;10:10;;;SERRANO;ONE LINE;SITRANS Walmart;6;03/09/2025;;;PO NUMBER:210546;3;-7;0;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
347;WALMART;STI;25/08/2025;CHASTINE MAERSK;MRSU 393713-0;DESCARGADO;CN1696631;40H;3415,5;6916;SITRANS SAI;10-09-25;15:00;12/09/2025;2:00;11/09/2025;10:00;CD El Pe��n;12/09/2025;11:00;;;STEPHENS;MAERSK;Contopsa SAI;6;31/08/2025;;;PO# 212917;2;-8;0;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
348;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;HASU 468139-9;PROGRAMADO;CN3762839;40H;8316;11816;STI;11-09-25;9:18;16/09/2025;7:00;;;CD Campos de Chile;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;5;-5;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
349;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MNBU 906717-0;PROGRAMADO;CN1656020;40HN;6195;9695;STI;12-09-25;20:10;16/09/2025;16:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;CONTOPSA SAI;6;14/09/2025;;;;4;-6;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
350;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;MRKU 040032-0;PROGRAMADO;CN3709025;40;3079;6579;STI;10-09-25;20:40;16/09/2025;13:00;;;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;6;-4;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
351;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 746566-1;PROGRAMADO;CN1645810;40H;6843;10343;STI;10-09-25;8:52;12/09/2025;8:00;11/09/2025;10:00;CD El Pe��n;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;2;-8;;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
352;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;AMCU 940868-1;DESCARGADO;M1692702;40HN;8700;12200;STI;09-09-25;21:34;12/09/2025;14:00;11/09/2025;14:00;CD El Pe��n;12/09/2025;17:00;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;SCREWDRIVER;3;-7;0;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
353;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 800817-1;FINALIZADO;M1692666;40HN;8700;12200;STI;09-09-25;20:28;12/09/2025;8:00;11/09/2025;10:00;CD El Pe��n;;;15/09/2025;SI;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;SCREWDRIVER;3;-7;;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
354;WALMART;STI;05/09/2025;COSCO SHIPPING VOLGA;CGMU 690505-1;PROGRAMADO;M1692559;40HN;5781;9281;STI;09-09-25;14:16;12/09/2025;5:00;11/09/2025;10:00;CD El Pe��n;;;;;SERRANO;CMA-CGM;Tercop Walmart;6;11/09/2025;;;GIRLS VEST/GIRLS DRESS;3;-7;;Indirecto Deposito;n/a;;;;;;;;;;;;;;;;;;;;;;;;
355;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 722383-7;PROGRAMADO;CN3671389;40H;1113,5;4614;STI;11-09-25;10:38;17/09/2025;7:00;;;CD Puerto Madero;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;6;-4;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
356;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 722476-7;LIBERADO;CN3778409;40H;1113,5;4614;STI;10-09-25;9:12;;;;;;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;-45910;-45920;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
357;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 722598-0;PROGRAMADO;CN3671217;40H;1113,5;4614;STI;10-09-25;18:00;16/09/2025;14:00;;;CD Campos de Chile;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;6;-4;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
358;WALMART;STI;08/09/2025;CHARLOTTE MAERSK;FFAU 722654-3;LIBERADO;CN3671376;40H;1113,5;4614;STI;11-09-25;10:03;;;;;;;;;;SERRANO;Maersk Line;Contopsa Walmart;6;14/09/2025;;;;-45911;-45921;;Indirecto Deposito;;;;;;;;;;;;;;;;;;;;;;;;;
